txn_id,timestamp,from_acct,to_acct,amount,anomaly_type,label
T16173,2024-06-25 11:59:00,A0237,A0344,6171.37,normal,0
T4473,2024-06-25 11:59:00,A0223,A0067,4799.04,normal,0
T25075,2024-06-25 12:03:00,A0111,A0365,9559.88,structuring,1
T4873,2024-06-25 12:09:00,A0467,A0092,9618.98,normal,0
T5189,2024-06-25 12:10:00,A0260,A0204,8759.26,normal,0
T7544,2024-06-25 12:10:00,A0485,A0222,5080.83,normal,0
T10858,2024-06-25 12:20:00,A0314,A0253,1128.28,normal,0
T5268,2024-06-25 12:40:00,A0252,A0413,3313.75,normal,0
T24480,2024-06-25 12:42:00,A0112,A0258,9503.69,structuring,1
T20801,2024-06-25 12:47:00,A0111,A0347,5174.62,circular_flow,1
T20800,2024-06-25 12:47:00,A0391,A0111,5274.62,circular_flow,1
T20799,2024-06-25 12:47:00,A0347,A0391,5374.62,circular_flow,1
T9128,2024-06-25 12:50:00,A0078,A0196,2154.99,normal,0
T18102,2024-06-25 12:55:00,A0217,A0460,9205.01,normal,0
T14638,2024-06-25 12:56:00,A0082,A0251,9582.21,normal,0
T3479,2024-06-25 12:56:00,A0401,A0296,9987.68,normal,0
T11582,2024-06-25 13:03:00,A0340,A0134,7579.21,normal,0
T13538,2024-06-25 13:13:00,A0223,A0289,1279.32,normal,0
T24287,2024-06-25 13:13:00,A0013,A0398,9954.88,structuring,1
T431,2024-06-25 13:31:00,A0022,A0483,4663.85,normal,0
T3199,2024-06-25 13:33:00,A0438,A0455,6699.11,normal,0
T7008,2024-06-25 13:51:00,A0436,A0145,328.83,normal,0
T6797,2024-06-25 14:07:00,A0309,A0340,4884.82,normal,0
T10117,2024-06-25 14:07:00,A0062,A0036,988.73,normal,0
T7559,2024-06-25 14:08:00,A0383,A0476,3084.66,normal,0
T18293,2024-06-25 14:23:00,A0363,A0087,3487.44,normal,0
T6965,2024-06-25 14:30:00,A0188,A0277,2440.46,normal,0
T16429,2024-06-25 14:37:00,A0087,A0279,4384.51,normal,0
T19381,2024-06-25 14:47:00,A0193,A0365,3312.93,normal,0
T12183,2024-06-25 14:56:00,A0259,A0177,9953.95,normal,0
T10628,2024-06-25 15:19:00,A0465,A0080,6694.09,normal,0
T7262,2024-06-25 15:19:00,A0151,A0427,5674.8,normal,0
T14003,2024-06-25 15:22:00,A0259,A0270,4053.0,normal,0
T2323,2024-06-25 15:25:00,A0136,A0304,586.92,normal,0
T3896,2024-06-25 15:37:00,A0166,A0374,2534.33,normal,0
T19401,2024-06-25 15:46:00,A0166,A0301,4885.85,normal,0
T22357,2024-06-25 15:50:00,A0045,A0045,5015.07,self_loop,1
T17030,2024-06-25 15:50:00,A0146,A0312,854.83,normal,0
T10673,2024-06-25 15:51:00,A0426,A0350,5281.95,normal,0
T18904,2024-06-25 16:09:00,A0440,A0179,8923.19,normal,0
T6592,2024-06-25 16:16:00,A0453,A0385,1502.95,normal,0
T19134,2024-06-25 16:16:00,A0462,A0223,9050.85,normal,0
T4077,2024-06-25 16:19:00,A0128,A0442,5991.77,normal,0
T10077,2024-06-25 16:24:00,A0042,A0154,8198.91,normal,0
T5250,2024-06-25 16:33:00,A0127,A0362,8455.01,normal,0
T2404,2024-06-25 16:38:00,A0442,A0028,5525.0,normal,0
T19016,2024-06-25 16:42:00,A0259,A0322,147.29,normal,0
T10060,2024-06-25 16:48:00,A0233,A0252,7868.95,normal,0
T8763,2024-06-25 16:49:00,A0304,A0368,8122.46,normal,0
T16389,2024-06-25 16:58:00,A0067,A0187,2067.7,normal,0
T5096,2024-06-25 16:59:00,A0325,A0241,4266.96,normal,0
T4414,2024-06-25 17:00:00,A0089,A0371,9378.2,normal,0
T3220,2024-06-25 17:04:00,A0317,A0162,8519.16,normal,0
T3780,2024-06-25 17:17:00,A0405,A0159,2972.87,normal,0
T3120,2024-06-25 17:18:00,A0093,A0331,225.85,normal,0
T6274,2024-06-25 17:21:00,A0370,A0210,8383.51,normal,0
T17719,2024-06-25 17:24:00,A0195,A0126,6350.62,normal,0
T12758,2024-06-25 17:30:00,A0054,A0421,4886.23,normal,0
T3241,2024-06-25 17:34:00,A0248,A0497,521.35,normal,0
T6772,2024-06-25 17:46:00,A0397,A0368,1290.85,normal,0
T11302,2024-06-25 18:36:00,A0261,A0170,4534.24,normal,0
T8068,2024-06-25 18:50:00,A0313,A0076,1577.43,normal,0
T9488,2024-06-25 20:27:00,A0447,A0360,8874.92,normal,0
T23310,2024-06-26 05:34:00,A0013,A0130,8949.38,after_hours,1
T6299,2024-06-26 06:01:00,A0074,A0212,1330.92,normal,0
T11611,2024-06-26 07:49:00,A0171,A0292,5612.1,normal,0
T11409,2024-06-26 08:45:00,A0491,A0308,1602.78,normal,0
T10025,2024-06-26 09:20:00,A0158,A0469,2175.89,normal,0
T404,2024-06-26 09:22:00,A0159,A0342,7442.77,normal,0
T10016,2024-06-26 09:33:00,A0214,A0287,166.16,normal,0
T18142,2024-06-26 09:42:00,A0145,A0282,1783.44,normal,0
T17592,2024-06-26 09:45:00,A0116,A0225,4098.08,normal,0
T10949,2024-06-26 09:49:00,A0165,A0193,5576.39,normal,0
T14144,2024-06-26 09:51:00,A0342,A0493,1617.93,normal,0
T7941,2024-06-26 10:07:00,A0160,A0439,5757.5,normal,0
T6611,2024-06-26 10:08:00,A0134,A0378,5986.74,normal,0
T21283,2024-06-26 10:23:00,A0415,A0415,3600.7,self_loop,1
T3991,2024-06-26 10:25:00,A0492,A0171,9230.51,normal,0
T6523,2024-06-26 10:29:00,A0461,A0391,4298.61,normal,0
T1502,2024-06-26 10:30:00,A0420,A0382,6608.91,normal,0
T15702,2024-06-26 10:34:00,A0291,A0004,5313.03,normal,0
T12605,2024-06-26 10:40:00,A0278,A0124,8514.93,normal,0
T7572,2024-06-26 10:41:00,A0113,A0068,4933.04,normal,0
T25173,2024-06-26 10:51:00,A0016,A0334,9909.45,structuring,1
T21489,2024-06-26 10:52:00,A0143,A0143,5842.09,self_loop,1
T11933,2024-06-26 10:53:00,A0245,A0162,3703.24,normal,0
T2927,2024-06-26 11:02:00,A0135,A0035,6586.57,normal,0
T7049,2024-06-26 11:02:00,A0082,A0033,5842.53,normal,0
T16153,2024-06-26 11:09:00,A0394,A0216,1095.26,normal,0
T11105,2024-06-26 11:10:00,A0056,A0474,5326.1,normal,0
T24193,2024-06-26 11:14:00,A0491,A0341,9269.09,structuring,1
T18494,2024-06-26 11:36:00,A0215,A0443,8731.8,normal,0
T15347,2024-06-26 11:42:00,A0058,A0116,2896.02,normal,0
T17378,2024-06-26 11:44:00,A0194,A0164,7062.81,normal,0
T11420,2024-06-26 11:49:00,A0127,A0464,6695.05,normal,0
T21234,2024-06-26 11:51:00,A0141,A0141,2966.37,self_loop,1
T19597,2024-06-26 11:58:00,A0288,A0141,9894.66,circular_flow,1
T19596,2024-06-26 11:58:00,A0491,A0288,9994.66,circular_flow,1
T19598,2024-06-26 11:58:00,A0141,A0491,9794.66,circular_flow,1
T7210,2024-06-26 12:08:00,A0498,A0169,119.54,normal,0
T18928,2024-06-26 12:16:00,A0072,A0226,1170.8,normal,0
T14151,2024-06-26 12:17:00,A0067,A0299,7249.87,normal,0
T1757,2024-06-26 12:33:00,A0099,A0393,4022.78,normal,0
T24692,2024-06-26 12:34:00,A0491,A0147,9300.17,structuring,1
T11584,2024-06-26 12:35:00,A0118,A0438,2845.67,normal,0
T11917,2024-06-26 12:38:00,A0268,A0121,9966.63,normal,0
T25405,2024-06-26 12:42:00,A0115,A0488,9680.98,structuring,1
T21840,2024-06-26 12:43:00,A0302,A0302,2185.03,self_loop,1
T13370,2024-06-26 12:48:00,A0345,A0175,1938.7,normal,0
T4444,2024-06-26 12:53:00,A0099,A0320,8765.19,normal,0
T24101,2024-06-26 13:09:00,A0230,A0434,9747.27,structuring,1
T17136,2024-06-26 13:17:00,A0092,A0055,1934.4,normal,0
T18672,2024-06-26 13:23:00,A0093,A0176,8246.6,normal,0
T5722,2024-06-26 13:27:00,A0338,A0347,1298.55,normal,0
T1219,2024-06-26 13:31:00,A0336,A0148,7357.12,normal,0
T9903,2024-06-26 13:32:00,A0150,A0464,312.99,normal,0
T6040,2024-06-26 13:34:00,A0449,A0465,1680.33,normal,0
T9716,2024-06-26 14:06:00,A0128,A0397,1712.06,normal,0
T21618,2024-06-26 14:12:00,A0380,A0380,4282.39,self_loop,1
T1928,2024-06-26 14:23:00,A0196,A0243,3855.76,normal,0
T25522,2024-06-26 14:25:00,A0195,A0102,9924.88,structuring,1
T5606,2024-06-26 14:32:00,A0236,A0062,7531.92,normal,0
T6191,2024-06-26 14:43:00,A0458,A0157,7841.06,normal,0
T24241,2024-06-26 15:02:00,A0302,A0359,9247.45,structuring,1
T5068,2024-06-26 15:04:00,A0256,A0158,763.98,normal,0
T11405,2024-06-26 15:18:00,A0046,A0018,7744.11,normal,0
T8330,2024-06-26 15:22:00,A0356,A0478,2896.34,normal,0
T19242,2024-06-26 15:22:00,A0456,A0421,8674.69,normal,0
T8965,2024-06-26 15:32:00,A0265,A0133,6907.25,normal,0
T10965,2024-06-26 15:36:00,A0186,A0098,5380.22,normal,0
T5424,2024-06-26 15:38:00,A0090,A0108,300.82,normal,0
T8663,2024-06-26 15:39:00,A0204,A0096,966.81,normal,0
T19400,2024-06-26 15:51:00,A0078,A0391,2936.57,normal,0
T14379,2024-06-26 15:51:00,A0219,A0478,7246.75,normal,0
T3369,2024-06-26 15:53:00,A0174,A0182,6936.12,normal,0
T19956,2024-06-26 16:10:00,A0173,A0457,5204.31,circular_flow,1
T19957,2024-06-26 16:10:00,A0457,A0014,5104.31,circular_flow,1
T19958,2024-06-26 16:10:00,A0014,A0173,5004.31,circular_flow,1
T24129,2024-06-26 16:15:00,A0017,A0427,9466.43,structuring,1
T10668,2024-06-26 16:34:00,A0159,A0431,6485.26,normal,0
T16341,2024-06-26 16:48:00,A0439,A0088,578.82,normal,0
T10391,2024-06-26 16:58:00,A0242,A0436,1297.01,normal,0
T16122,2024-06-26 17:03:00,A0037,A0090,6355.51,normal,0
T9510,2024-06-26 17:04:00,A0387,A0058,4812.8,normal,0
T16418,2024-06-26 17:10:00,A0399,A0421,6806.52,normal,0
T7105,2024-06-26 17:14:00,A0379,A0342,4782.63,normal,0
T16292,2024-06-26 17:36:00,A0031,A0203,6264.95,normal,0
T1031,2024-06-26 17:42:00,A0003,A0203,1255.11,normal,0
T8485,2024-06-26 17:53:00,A0473,A0288,358.7,normal,0
T2132,2024-06-26 17:57:00,A0052,A0020,9963.52,normal,0
T12499,2024-06-26 18:58:00,A0388,A0360,8825.32,normal,0
T21366,2024-06-26 19:06:00,A0113,A0113,6541.63,self_loop,1
T22234,2024-06-26 19:55:00,A0175,A0175,8376.64,self_loop,1
T4269,2024-06-26 20:47:00,A0446,A0410,3166.1,normal,0
T23294,2024-06-27 00:03:00,A0173,A0262,5680.73,after_hours,1
T11079,2024-06-27 06:00:00,A0072,A0240,1812.78,normal,0
T1415,2024-06-27 06:14:00,A0066,A0481,6399.11,normal,0
T17436,2024-06-27 06:42:00,A0151,A0263,161.03,normal,0
T11207,2024-06-27 06:57:00,A0131,A0076,3253.38,normal,0
T24177,2024-06-27 07:05:00,A0303,A0450,9349.11,structuring,1
T21555,2024-06-27 07:06:00,A0173,A0173,1952.94,self_loop,1
T15183,2024-06-27 07:07:00,A0282,A0419,2265.96,normal,0
T17171,2024-06-27 07:11:00,A0112,A0218,2870.65,normal,0
T7488,2024-06-27 07:27:00,A0215,A0159,7200.14,normal,0
T13397,2024-06-27 08:46:00,A0432,A0320,8337.92,normal,0
T13867,2024-06-27 09:00:00,A0156,A0063,5391.69,normal,0
T21307,2024-06-27 09:08:00,A0080,A0080,8873.16,self_loop,1
T7097,2024-06-27 09:09:00,A0372,A0036,2000.62,normal,0
T9620,2024-06-27 09:11:00,A0194,A0103,2985.68,normal,0
T21319,2024-06-27 09:13:00,A0058,A0058,5420.68,self_loop,1
T432,2024-06-27 09:28:00,A0016,A0196,6863.81,normal,0
T22110,2024-06-27 10:10:00,A0115,A0115,5329.23,self_loop,1
T4927,2024-06-27 10:33:00,A0453,A0490,8277.99,normal,0
T11475,2024-06-27 10:37:00,A0129,A0212,7287.53,normal,0
T13260,2024-06-27 10:46:00,A0140,A0342,8079.77,normal,0
T9131,2024-06-27 11:02:00,A0215,A0201,8760.79,normal,0
T16800,2024-06-27 11:03:00,A0160,A0042,1636.16,normal,0
T9402,2024-06-27 11:05:00,A0216,A0334,4338.98,normal,0
T13750,2024-06-27 11:18:00,A0215,A0355,1040.61,normal,0
T3942,2024-06-27 11:21:00,A0356,A0275,4889.19,normal,0
T17238,2024-06-27 11:32:00,A0153,A0440,1650.6,normal,0
T12125,2024-06-27 11:33:00,A0223,A0296,7518.18,normal,0
T4964,2024-06-27 11:42:00,A0497,A0035,9872.95,normal,0
T24907,2024-06-27 11:43:00,A0415,A0095,9909.4,structuring,1
T14262,2024-06-27 11:45:00,A0081,A0187,6911.93,normal,0
T17135,2024-06-27 11:46:00,A0214,A0225,3136.98,normal,0
T15690,2024-06-27 12:08:00,A0165,A0303,6245.11,normal,0
T20731,2024-06-27 12:13:00,A0017,A0013,7871.17,circular_flow,1
T20732,2024-06-27 12:13:00,A0013,A0048,7771.17,circular_flow,1
T20730,2024-06-27 12:13:00,A0048,A0017,7971.17,circular_flow,1
T24277,2024-06-27 12:18:00,A0378,A0117,9185.21,structuring,1
T22451,2024-06-27 12:36:00,A0215,A0215,3758.38,self_loop,1
T15626,2024-06-27 12:37:00,A0142,A0287,7931.43,normal,0
T14374,2024-06-27 12:46:00,A0027,A0083,805.53,normal,0
T2077,2024-06-27 12:58:00,A0415,A0249,1333.18,normal,0
T558,2024-06-27 13:17:00,A0350,A0039,1951.07,normal,0
T24201,2024-06-27 13:20:00,A0016,A0232,9435.86,structuring,1
T14073,2024-06-27 13:24:00,A0462,A0169,2907.05,normal,0
T8468,2024-06-27 13:46:00,A0020,A0239,5936.13,normal,0
T2393,2024-06-27 14:13:00,A0475,A0015,3325.64,normal,0
T7858,2024-06-27 14:13:00,A0002,A0453,363.28,normal,0
T10274,2024-06-27 14:19:00,A0447,A0320,8685.3,normal,0
T8076,2024-06-27 14:19:00,A0163,A0367,9455.11,normal,0
T11325,2024-06-27 14:26:00,A0426,A0314,5684.4,normal,0
T8066,2024-06-27 14:30:00,A0009,A0008,6851.14,normal,0
T13740,2024-06-27 14:32:00,A0414,A0468,965.08,normal,0
T21612,2024-06-27 14:53:00,A0014,A0014,4467.3,self_loop,1
T5339,2024-06-27 15:01:00,A0252,A0313,587.56,normal,0
T10612,2024-06-27 15:02:00,A0439,A0117,6093.06,normal,0
T16725,2024-06-27 15:06:00,A0134,A0027,1226.44,normal,0
T21244,2024-06-27 15:06:00,A0259,A0259,7317.5,self_loop,1
T13819,2024-06-27 15:07:00,A0012,A0420,3462.86,normal,0
T17150,2024-06-27 15:09:00,A0271,A0265,6200.45,normal,0
T18512,2024-06-27 15:14:00,A0418,A0175,9780.21,normal,0
T10493,2024-06-27 15:26:00,A0301,A0318,3982.49,normal,0
T543,2024-06-27 15:38:00,A0467,A0091,6949.0,normal,0
T2799,2024-06-27 15:50:00,A0439,A0081,735.9,normal,0
T10559,2024-06-27 15:53:00,A0486,A0056,3496.38,normal,0
T2986,2024-06-27 16:03:00,A0017,A0032,4700.02,normal,0
T2065,2024-06-27 16:13:00,A0409,A0237,5859.32,normal,0
T8045,2024-06-27 16:20:00,A0061,A0221,5269.32,normal,0
T21008,2024-06-27 16:24:00,A0080,A0072,7288.84,circular_flow,1
T21007,2024-06-27 16:24:00,A0082,A0080,7388.84,circular_flow,1
T21006,2024-06-27 16:24:00,A0072,A0082,7488.84,circular_flow,1
T11529,2024-06-27 16:29:00,A0238,A0464,4901.8,normal,0
T12229,2024-06-27 16:35:00,A0453,A0123,5072.18,normal,0
T440,2024-06-27 16:44:00,A0479,A0430,9916.27,normal,0
T17622,2024-06-27 16:47:00,A0249,A0100,1176.9,normal,0
T8893,2024-06-27 16:49:00,A0360,A0200,2925.35,normal,0
T7950,2024-06-27 16:53:00,A0237,A0323,9585.97,normal,0
T9026,2024-06-27 17:00:00,A0046,A0154,8074.75,normal,0
T6094,2024-06-27 17:04:00,A0287,A0150,2986.52,normal,0
T11428,2024-06-27 17:05:00,A0393,A0331,4638.0,normal,0
T1643,2024-06-27 17:22:00,A0461,A0223,6555.71,normal,0
T9335,2024-06-27 17:33:00,A0104,A0251,2116.82,normal,0
T3115,2024-06-27 17:42:00,A0407,A0245,1436.26,normal,0
T25024,2024-06-27 17:59:00,A0141,A0461,9149.07,structuring,1
T14418,2024-06-27 18:04:00,A0251,A0152,4260.61,normal,0
T12402,2024-06-27 18:22:00,A0081,A0123,2864.2,normal,0
T17644,2024-06-27 18:24:00,A0140,A0270,2146.56,normal,0
T17093,2024-06-27 18:35:00,A0337,A0203,4360.51,normal,0
T8975,2024-06-27 18:50:00,A0186,A0260,5707.33,normal,0
T18435,2024-06-27 18:51:00,A0029,A0120,1518.09,normal,0
T15527,2024-06-27 18:54:00,A0289,A0393,855.17,normal,0
T18249,2024-06-27 19:05:00,A0313,A0451,4621.79,normal,0
T232,2024-06-27 19:57:00,A0147,A0356,9173.14,normal,0
T18250,2024-06-27 20:13:00,A0085,A0008,2415.67,normal,0
T17475,2024-06-27 20:15:00,A0430,A0165,7214.55,normal,0
T15162,2024-06-27 20:39:00,A0229,A0095,5593.54,normal,0
T23711,2024-06-28 02:14:00,A0113,A0150,1890.22,after_hours,1
T23106,2024-06-28 02:16:00,A0045,A0478,1150.0,after_hours,1
T22692,2024-06-28 02:45:00,A0288,A0453,3356.62,after_hours,1
T23831,2024-06-28 04:31:00,A0080,A0347,3976.63,after_hours,1
T7222,2024-06-28 06:33:00,A0177,A0102,2621.2,normal,0
T16220,2024-06-28 09:01:00,A0320,A0238,9669.01,normal,0
T1738,2024-06-28 09:04:00,A0087,A0446,5299.85,normal,0
T3937,2024-06-28 09:09:00,A0222,A0275,4760.43,normal,0
T11803,2024-06-28 09:10:00,A0257,A0277,4576.13,normal,0
T18961,2024-06-28 09:23:00,A0120,A0107,4772.38,normal,0
T3324,2024-06-28 09:49:00,A0131,A0167,1154.46,normal,0
T16981,2024-06-28 09:54:00,A0416,A0425,7172.38,normal,0
T8372,2024-06-28 10:05:00,A0394,A0296,7069.6,normal,0
T14233,2024-06-28 10:38:00,A0437,A0017,9471.38,normal,0
T4319,2024-06-28 10:48:00,A0189,A0326,734.63,normal,0
T820,2024-06-28 10:58:00,A0130,A0068,6196.4,normal,0
T9436,2024-06-28 11:06:00,A0309,A0087,4058.87,normal,0
T141,2024-06-28 11:23:00,A0152,A0168,7500.06,normal,0
T22376,2024-06-28 11:27:00,A0391,A0391,8446.75,self_loop,1
T14721,2024-06-28 11:35:00,A0117,A0414,2883.32,normal,0
T12164,2024-06-28 11:35:00,A0082,A0266,6249.93,normal,0
T9161,2024-06-28 11:42:00,A0500,A0049,9689.89,normal,0
T519,2024-06-28 11:43:00,A0136,A0238,595.79,normal,0
T16347,2024-06-28 11:56:00,A0170,A0375,9083.95,normal,0
T11480,2024-06-28 12:14:00,A0187,A0018,4483.23,normal,0
T17370,2024-06-28 12:14:00,A0205,A0040,6331.67,normal,0
T19033,2024-06-28 12:27:00,A0177,A0491,8885.97,normal,0
T13722,2024-06-28 12:29:00,A0195,A0319,1259.93,normal,0
T22435,2024-06-28 13:10:00,A0143,A0143,3918.67,self_loop,1
T1172,2024-06-28 13:26:00,A0471,A0234,3533.14,normal,0
T12845,2024-06-28 13:27:00,A0019,A0122,6936.54,normal,0
T978,2024-06-28 13:55:00,A0217,A0112,1528.35,normal,0
T19096,2024-06-28 13:57:00,A0136,A0335,5870.15,normal,0
T6767,2024-06-28 14:06:00,A0431,A0131,9387.14,normal,0
T10198,2024-06-28 14:08:00,A0422,A0015,3323.45,normal,0
T21575,2024-06-28 14:17:00,A0048,A0048,7204.49,self_loop,1
T6400,2024-06-28 14:30:00,A0356,A0411,1539.37,normal,0
T12932,2024-06-28 14:37:00,A0248,A0023,3950.34,normal,0
T17495,2024-06-28 14:43:00,A0401,A0165,5335.1,normal,0
T12081,2024-06-28 14:45:00,A0085,A0268,3751.51,normal,0
T19006,2024-06-28 14:48:00,A0024,A0176,3860.76,normal,0
T17350,2024-06-28 14:51:00,A0468,A0069,5856.28,normal,0
T7664,2024-06-28 14:57:00,A0440,A0159,2196.76,normal,0
T21494,2024-06-28 15:03:00,A0113,A0113,2102.15,self_loop,1
T13483,2024-06-28 15:10:00,A0465,A0346,9659.44,normal,0
T4803,2024-06-28 15:22:00,A0180,A0204,8573.35,normal,0
T7798,2024-06-28 15:31:00,A0004,A0116,2916.45,normal,0
T12199,2024-06-28 15:34:00,A0106,A0323,495.94,normal,0
T8111,2024-06-28 15:47:00,A0135,A0343,1748.13,normal,0
T15451,2024-06-28 15:50:00,A0194,A0042,7326.61,normal,0
T897,2024-06-28 16:09:00,A0365,A0275,2923.94,normal,0
T25055,2024-06-28 16:09:00,A0111,A0098,9775.35,structuring,1
T16931,2024-06-28 16:27:00,A0072,A0374,1761.0,normal,0
T16121,2024-06-28 16:30:00,A0413,A0007,2693.28,normal,0
T20254,2024-06-28 16:32:00,A0141,A0215,7774.89,circular_flow,1
T20253,2024-06-28 16:32:00,A0288,A0141,7874.89,circular_flow,1
T20255,2024-06-28 16:32:00,A0215,A0288,7674.89,circular_flow,1
T12795,2024-06-28 16:50:00,A0426,A0086,3606.38,normal,0
T15157,2024-06-28 16:57:00,A0381,A0108,9704.58,normal,0
T3848,2024-06-28 16:58:00,A0466,A0147,8568.12,normal,0
T24517,2024-06-28 17:22:00,A0126,A0007,9522.66,structuring,1
T9407,2024-06-28 17:29:00,A0359,A0402,4472.45,normal,0
T16892,2024-06-28 17:29:00,A0137,A0444,8819.62,normal,0
T19335,2024-06-28 17:37:00,A0189,A0081,8187.74,normal,0
T9867,2024-06-28 17:39:00,A0173,A0248,5310.29,normal,0
T17159,2024-06-28 17:46:00,A0226,A0340,5290.12,normal,0
T58,2024-06-28 18:00:00,A0482,A0195,6805.45,normal,0
T5393,2024-06-28 18:04:00,A0389,A0306,4774.27,normal,0
T16539,2024-06-28 18:30:00,A0292,A0465,4669.29,normal,0
T20371,2024-06-28 18:34:00,A0215,A0017,6260.78,circular_flow,1
T20372,2024-06-28 18:34:00,A0017,A0328,6160.78,circular_flow,1
T20370,2024-06-28 18:34:00,A0328,A0215,6360.78,circular_flow,1
T10134,2024-06-28 19:41:00,A0422,A0315,229.23,normal,0
T8019,2024-06-28 19:58:00,A0323,A0045,2751.96,normal,0
T1902,2024-06-28 20:25:00,A0175,A0441,9509.1,normal,0
T7970,2024-06-28 21:19:00,A0479,A0067,1930.66,normal,0
T7265,2024-06-28 22:13:00,A0421,A0143,5431.32,normal,0
T13997,2024-06-28 22:47:00,A0138,A0280,9368.79,normal,0
T25123,2024-06-28 23:24:00,A0333,A0459,9645.59,structuring,1
T10376,2024-06-29 07:45:00,A0024,A0358,9754.94,normal,0
T25275,2024-06-29 09:00:00,A0302,A0264,9819.73,structuring,1
T14613,2024-06-29 12:11:00,A0251,A0232,2317.23,normal,0
T15399,2024-06-29 14:32:00,A0442,A0340,9058.47,normal,0
T21238,2024-06-29 15:16:00,A0303,A0303,1641.73,self_loop,1
T16424,2024-06-29 15:39:00,A0023,A0309,6370.42,normal,0
T20975,2024-06-29 15:59:00,A0048,A0045,9360.55,circular_flow,1
T20973,2024-06-29 15:59:00,A0045,A0215,9560.55,circular_flow,1
T20974,2024-06-29 15:59:00,A0215,A0048,9460.55,circular_flow,1
T1106,2024-06-29 16:07:00,A0424,A0308,3643.86,normal,0
T18199,2024-06-29 16:55:00,A0221,A0179,7469.29,normal,0
T12314,2024-06-29 16:58:00,A0230,A0281,8932.23,normal,0
T16834,2024-06-29 17:52:00,A0062,A0458,686.28,normal,0
T18487,2024-06-29 18:45:00,A0011,A0266,2396.61,normal,0
T21485,2024-06-29 18:58:00,A0280,A0280,1374.03,self_loop,1
T21891,2024-06-29 19:04:00,A0126,A0126,8372.51,self_loop,1
T11806,2024-06-29 19:40:00,A0269,A0461,237.56,normal,0
T6764,2024-06-29 19:52:00,A0282,A0163,3176.25,normal,0
T22466,2024-06-29 20:07:00,A0120,A0120,3588.91,self_loop,1
T48,2024-06-29 20:50:00,A0443,A0084,9764.44,normal,0
T4808,2024-06-29 21:29:00,A0490,A0039,7748.75,normal,0
T24554,2024-06-29 22:22:00,A0333,A0393,9324.87,structuring,1
T22032,2024-06-29 23:47:00,A0309,A0309,5090.85,self_loop,1
T16143,2024-06-30 11:58:00,A0326,A0223,7786.15,normal,0
T7694,2024-06-30 12:03:00,A0275,A0225,8540.39,normal,0
T20583,2024-06-30 14:20:00,A0347,A0378,6051.77,circular_flow,1
T20585,2024-06-30 14:20:00,A0413,A0347,5851.77,circular_flow,1
T20584,2024-06-30 14:20:00,A0378,A0413,5951.77,circular_flow,1
T7086,2024-06-30 15:10:00,A0011,A0436,5284.81,normal,0
T5230,2024-06-30 15:11:00,A0129,A0339,3935.21,normal,0
T16439,2024-06-30 16:16:00,A0218,A0104,3205.42,normal,0
T12204,2024-06-30 16:22:00,A0497,A0053,5045.18,normal,0
T8322,2024-06-30 16:56:00,A0331,A0445,5865.69,normal,0
T8928,2024-06-30 18:30:00,A0210,A0284,5036.62,normal,0
T7540,2024-06-30 19:25:00,A0359,A0295,7424.03,normal,0
T11044,2024-06-30 19:40:00,A0009,A0439,7893.32,normal,0
T16178,2024-06-30 19:50:00,A0369,A0051,8837.75,normal,0
T6898,2024-06-30 20:02:00,A0430,A0319,2031.76,normal,0
T15921,2024-06-30 20:21:00,A0228,A0386,813.36,normal,0
T1866,2024-06-30 22:46:00,A0308,A0397,7612.33,normal,0
T22970,2024-06-30 23:32:00,A0112,A0489,5660.99,after_hours,1
T23217,2024-07-01 00:55:00,A0380,A0114,5049.44,after_hours,1
T23202,2024-07-01 01:45:00,A0004,A0484,3915.16,after_hours,1
T23900,2024-07-01 01:56:00,A0215,A0202,4239.98,after_hours,1
T23466,2024-07-01 02:33:00,A0080,A0398,2564.65,after_hours,1
T23457,2024-07-01 02:35:00,A0173,A0348,7246.18,after_hours,1
T22714,2024-07-01 03:05:00,A0053,A0298,7234.39,after_hours,1
T22997,2024-07-01 03:36:00,A0195,A0352,2838.27,after_hours,1
T2229,2024-07-01 06:34:00,A0487,A0439,1220.33,normal,0
T21243,2024-07-01 07:07:00,A0072,A0072,3147.21,self_loop,1
T19187,2024-07-01 07:15:00,A0303,A0083,4105.3,normal,0
T21092,2024-07-01 09:00:00,A0360,A0360,6158.69,self_loop,1
T12978,2024-07-01 09:27:00,A0266,A0288,6759.9,normal,0
T17018,2024-07-01 09:41:00,A0432,A0352,1806.1,normal,0
T22041,2024-07-01 09:52:00,A0112,A0112,5662.1,self_loop,1
T1796,2024-07-01 10:01:00,A0380,A0415,8122.16,normal,0
T6757,2024-07-01 10:02:00,A0153,A0322,9397.11,normal,0
T8174,2024-07-01 10:05:00,A0459,A0260,5581.51,normal,0
T21316,2024-07-01 10:10:00,A0215,A0215,1730.08,self_loop,1
T4647,2024-07-01 10:37:00,A0080,A0062,8668.02,normal,0
T3744,2024-07-01 10:38:00,A0041,A0392,3510.7,normal,0
T6096,2024-07-01 10:41:00,A0241,A0497,7770.69,normal,0
T10377,2024-07-01 10:47:00,A0015,A0247,3143.8,normal,0
T12487,2024-07-01 10:51:00,A0092,A0116,6200.15,normal,0
T14501,2024-07-01 10:52:00,A0399,A0169,8779.7,normal,0
T15676,2024-07-01 10:53:00,A0007,A0129,4187.4,normal,0
T1998,2024-07-01 10:55:00,A0456,A0453,8451.27,normal,0
